1,17,3,0.26,20,14,7,3,1,1,1,0,99,0,1
2,9,3,0.01,23,15,4,2,1,1,1,0,99,0,1
3,14,1,0.28,24,18,7,1,1,1,1,0,99,0,1
4,24,2,0.08,25,14,8,2,1,1,1,0,99,0,1
5,18,5,0.1,23,13,5,2,1,1,1,0,99,0,1
6,12,4,0.23,24,17,6,1,1,1,1,0,99,0,1
7,14,2,0.34,21,18,6,3,1,1,1,0,99,0,1
8,26,4,0.22,25,14,8,2,1,1,1,0,99,0,1
9,24,7,0.05,24,15,5,1,1,1,1,0,99,0,1
10,7,3,0.06,24,16,8,2,1,1,1,0,99,0,1
11,9,4,0.14,20,13,8,1,1,1,1,0,99,0,1
12,9,2,0.33,22,18,5,2,1,1,1,0,99,0,1
13,21,1,0.16,21,15,5,1,1,1,1,0,99,0,1
14,21,1,0.31,23,13,9,2,1,1,1,0,99,0,1
15,29,3,0.01,22,17,9,1,1,1,1,0,99,0,1
16,14,1,0.05,23,17,5,2,1,1,1,0,99,0,1
17,25,3,0.23,25,18,9,3,1,1,1,0,99,0,1
18,5,2,0.33,23,15,4,1,1,1,1,0,99,0,1
19,6,1,0.2,21,17,9,1,1,1,1,0,99,0,1
20,13,1,0.15,25,14,5,3,1,1,1,0,99,0,1
21,3,1,0.16,23,15,4,1,1,1,1,0,99,0,1
22,5,1,0.09,24,14,7,2,1,1,1,0,99,0,1
23,23,7,0.08,23,15,9,2,1,1,1,0,99,0,1
24,18,6,0.3,22,16,8,2,1,1,1,0,99,0,1
25,10,3,0.25,25,16,4,3,1,1,1,0,99,0,1
26,12,2,0.23,20,13,7,2,1,1,1,0,99,0,1
27,22,8,0.35,25,15,8,3,1,1,1,0,99,0,1
28,10,4,0.27,25,16,6,3,1,1,1,0,99,0,1
29,13,5,0.11,22,15,8,3,1,1,1,0,99,0,1
30,2,1,0.1,21,15,5,3,1,1,1,0,99,0,1
31,12,2,0.05,20,13,4,1,1,1,1,0,99,0,1
32,3,1,0.31,21,15,9,3,1,1,1,0,99,0,1
33,10,2,0.32,25,13,5,3,1,1,1,0,99,0,1
34,4,2,0.23,25,14,9,1,1,1,1,0,99,0,1
35,8,2,0.21,25,14,5,3,1,1,1,0,99,0,1
36,26,8,0.33,20,17,7,1,1,1,1,0,99,0,1
37,18,1,0.05,24,13,7,3,1,1,1,0,99,0,1
38,14,6,0.18,21,14,7,2,1,1,1,0,99,0,1
39,17,2,0.07,25,16,9,1,1,1,1,0,99,0,1
40,14,4,0.35,25,16,7,1,1,1,1,0,99,0,1
41,22,7,0.23,21,18,8,2,1,1,1,0,99,0,1
42,17,4,0.19,23,13,7,1,1,1,1,0,99,0,1
43,7,1,0.18,24,14,9,2,1,1,1,0,99,0,1
44,22,5,0.31,20,17,8,3,1,1,1,0,99,0,1
45,19,2,0.28,22,14,5,3,1,1,1,0,99,0,1
46,11,1,0.04,21,17,7,2,1,1,1,0,99,0,1
47,13,3,0.07,21,17,6,2,1,1,1,0,99,0,1
48,24,1,0.03,25,15,4,3,1,1,1,0,99,0,1
49,29,8,0.19,25,18,5,2,1,1,1,0,99,0,1
50,26,10,0.06,24,18,7,3,1,1,1,0,99,0,1
51,25,6,0.27,21,17,4,3,1,1,1,0,99,0,1
52,2,1,0.21,23,17,8,1,1,1,1,0,99,0,1
53,19,7,0.19,21,13,4,1,1,1,1,0,99,0,1
54,9,3,0.29,20,16,4,2,1,1,1,0,99,0,1
55,20,8,0.25,21,17,4,1,1,1,1,0,99,0,1
56,30,1,0.08,23,17,5,1,1,1,1,0,99,0,1
57,8,3,0.01,24,15,5,3,1,1,1,0,99,0,1
58,17,5,0.25,23,14,9,1,1,1,1,0,99,0,1
59,27,5,0.2,23,17,7,1,1,1,1,0,99,0,1
60,29,1,0.02,20,17,8,1,1,1,1,0,99,0,1
61,10,3,0.1,20,15,9,3,1,1,1,0,99,0,1
62,16,7,0.11,22,14,8,3,1,1,1,0,99,0,1
63,23,3,0.03,23,17,5,3,1,1,1,0,99,0,1
64,18,6,0.12,21,13,9,1,1,1,1,0,99,0,1
65,1,1,0.15,23,18,7,1,1,1,1,0,99,0,1
66,22,4,0.17,23,13,8,1,1,1,1,0,99,0,1
67,2,1,0.33,24,16,9,1,1,1,1,0,99,0,1
68,30,2,0.27,24,15,6,2,1,1,1,0,99,0,1
69,22,6,0.2,22,18,8,1,1,1,1,0,99,0,1
70,7,3,0.18,24,14,9,2,1,1,1,0,99,0,1
71,16,5,0.26,23,15,7,2,1,1,1,0,99,0,1
72,14,5,0.29,25,16,5,2,1,1,1,0,99,0,1
73,17,7,0.35,25,13,7,2,1,1,1,0,99,0,1
74,18,4,0.03,21,15,6,3,1,1,1,0,99,0,1
75,30,2,0.06,21,17,6,3,1,1,1,0,99,0,1
76,3,1,0.17,22,14,7,1,1,1,1,0,99,0,1
77,6,1,0.28,21,13,4,2,1,1,1,0,99,0,1
78,30,3,0.3,20,16,5,2,1,1,1,0,99,0,1
79,15,2,0.25,21,18,9,3,1,1,1,0,99,0,1
80,6,1,0.13,24,14,7,3,1,1,1,0,99,0,1
81,5,1,0.1,24,18,5,1,1,1,1,0,99,0,1
82,4,1,0.11,20,15,9,1,1,1,1,0,99,0,1
83,24,4,0.26,21,13,6,3,1,1,1,0,99,0,1
84,4,1,0.26,21,16,7,2,1,1,1,0,99,0,1
85,13,2,0.15,20,13,7,3,1,1,1,0,99,0,1
86,4,2,0.05,22,14,9,2,1,1,1,0,99,0,1
87,27,2,0.06,24,18,7,3,1,1,1,0,99,0,1
88,29,8,0.33,23,17,5,2,1,1,1,0,99,0,1
89,6,2,0.28,21,13,6,3,1,1,1,0,99,0,1
90,9,4,0.03,23,16,6,3,1,1,1,0,99,0,1
91,18,7,0.15,24,14,6,2,1,1,1,0,99,0,1
92,27,9,0.23,20,14,6,2,1,1,1,0,99,0,1
93,7,2,0.35,22,18,4,2,1,1,1,0,99,0,1
94,22,8,0.17,23,16,8,3,1,1,1,0,99,0,1
95,4,1,0.23,22,18,9,1,1,1,1,0,99,0,1
96,1,1,0.17,20,13,9,1,1,1,1,0,99,0,1
97,4,1,0.29,23,15,4,3,1,1,1,0,99,0,1
98,9,2,0.2,20,17,9,3,1,1,1,0,99,0,1
99,24,3,0.07,23,15,4,2,1,1,1,0,99,0,1
100,13,4,0.29,23,17,6,2,1,1,1,0,99,0,1
