1,28,8,0.32,23,15,4,1,1,1,1,0,99,0,1
2,9,3,0.22,20,17,7,3,1,1,1,0,99,0,1
3,13,2,0.13,22,17,7,1,1,1,1,0,99,0,1
4,16,2,0.33,20,18,6,2,1,1,1,0,99,0,1
5,20,1,0.13,23,16,7,1,1,1,1,0,99,0,1
6,19,3,0.13,22,18,7,1,1,1,1,0,99,0,1
7,25,4,0.29,25,18,9,3,1,1,1,0,99,0,1
8,27,1,0.27,24,13,6,3,1,1,1,0,99,0,1
9,27,9,0.21,21,16,7,1,1,1,1,0,99,0,1
10,24,8,0.21,21,17,8,1,1,1,1,0,99,0,1
11,10,4,0.31,25,13,8,2,1,1,1,0,99,0,1
12,4,2,0.14,21,14,5,3,1,1,1,0,99,0,1
13,30,5,0.02,21,16,5,2,1,1,1,0,99,0,1
14,1,1,0.21,23,13,5,2,1,1,1,0,99,0,1
15,2,1,0.22,24,13,4,3,1,1,1,0,99,0,1
16,29,3,0.15,23,16,7,3,1,1,1,0,99,0,1
17,15,6,0.04,25,13,6,1,1,1,1,0,99,0,1
18,2,1,0.28,20,16,4,2,1,1,1,0,99,0,1
19,25,2,0.25,23,13,7,3,1,1,1,0,99,0,1
20,24,9,0.14,25,16,8,3,1,1,1,0,99,0,1
