1,8,2,0.33,21,13,7,1,1,1,1,0,99,0,1
2,15,5,0.32,21,18,4,1,1,1,1,0,99,0,1
3,6,3,0.34,25,13,6,1,1,1,1,0,99,0,1
4,23,6,0.33,21,15,6,3,1,1,1,0,99,0,1
5,1,1,0.04,22,14,5,3,1,1,1,0,99,0,1
6,11,2,0.27,23,14,5,3,1,1,1,0,99,0,1
7,5,1,0.04,23,14,9,1,1,1,1,0,99,0,1
8,9,3,0.13,20,18,9,1,1,1,1,0,99,0,1
9,20,6,0.21,22,18,6,2,1,1,1,0,99,0,1
10,12,1,0.04,22,15,7,1,1,1,1,0,99,0,1
11,7,1,0.27,25,17,5,2,1,1,1,0,99,0,1
12,24,9,0.13,25,16,7,3,1,1,1,0,99,0,1
13,20,1,0.18,21,18,7,2,1,1,1,0,99,0,1
14,2,1,0.03,20,15,5,3,1,1,1,0,99,0,1
15,11,1,0.28,25,17,8,1,1,1,1,0,99,0,1
16,12,5,0.35,23,13,8,3,1,1,1,0,99,0,1
17,17,6,0.27,23,16,7,3,1,1,1,0,99,0,1
18,5,1,0.35,25,13,6,3,1,1,1,0,99,0,1
19,12,3,0.35,25,15,6,1,1,1,1,0,99,0,1
20,27,10,0.23,23,16,4,1,1,1,1,0,99,0,1
21,15,2,0.26,24,14,7,3,1,1,1,0,99,0,1
22,1,1,0.19,24,14,6,1,1,1,1,0,99,0,1
23,4,1,0.21,25,18,4,1,1,1,1,0,99,0,1
24,30,1,0.06,21,14,9,1,1,1,1,0,99,0,1
25,4,1,0.28,20,17,7,1,1,1,1,0,99,0,1
26,1,1,0.03,22,18,4,1,1,1,1,0,99,0,1
27,3,1,0.15,22,14,9,3,1,1,1,0,99,0,1
28,14,2,0.29,24,14,5,1,1,1,1,0,99,0,1
29,26,11,0.14,21,15,9,2,1,1,1,0,99,0,1
30,9,4,0.28,20,17,4,3,1,1,1,0,99,0,1
31,7,3,0.09,25,15,7,1,1,1,1,0,99,0,1
32,16,2,0.12,20,13,6,1,1,1,1,0,99,0,1
33,23,2,0.24,24,13,7,1,1,1,1,0,99,0,1
34,6,3,0.1,20,15,5,1,1,1,1,0,99,0,1
35,22,5,0.15,20,15,6,2,1,1,1,0,99,0,1
36,21,2,0.21,23,15,8,2,1,1,1,0,99,0,1
37,4,2,0.3,21,15,4,1,1,1,1,0,99,0,1
38,1,1,0.12,22,15,5,3,1,1,1,0,99,0,1
39,14,2,0.22,20,15,9,1,1,1,1,0,99,0,1
40,20,5,0.34,25,17,6,1,1,1,1,0,99,0,1
41,19,7,0.03,25,17,9,2,1,1,1,0,99,0,1
42,16,1,0.17,23,13,8,2,1,1,1,0,99,0,1
43,14,1,0.01,24,17,9,3,1,1,1,0,99,0,1
44,14,6,0.11,23,16,5,3,1,1,1,0,99,0,1
45,19,3,0.16,23,15,5,3,1,1,1,0,99,0,1
46,2,1,0.34,21,13,5,2,1,1,1,0,99,0,1
47,9,3,0.08,20,18,6,1,1,1,1,0,99,0,1
48,22,8,0.16,21,18,4,1,1,1,1,0,99,0,1
49,17,3,0.03,22,14,7,1,1,1,1,0,99,0,1
50,19,5,0.16,25,17,9,1,1,1,1,0,99,0,1
51,10,3,0.33,22,18,9,1,1,1,1,0,99,0,1
52,5,2,0.32,24,16,4,2,1,1,1,0,99,0,1
53,6,2,0.27,24,13,7,3,1,1,1,0,99,0,1
54,1,1,0.09,25,18,7,1,1,1,1,0,99,0,1
55,25,3,0.22,23,18,9,1,1,1,1,0,99,0,1
56,8,1,0.22,20,15,8,2,1,1,1,0,99,0,1
57,15,3,0.12,20,18,6,3,1,1,1,0,99,0,1
58,29,9,0.34,22,13,7,2,1,1,1,0,99,0,1
59,20,7,0.28,24,17,9,3,1,1,1,0,99,0,1
60,10,3,0.28,25,14,9,3,1,1,1,0,99,0,1
61,19,7,0.29,22,15,9,3,1,1,1,0,99,0,1
62,3,1,0.17,24,13,8,3,1,1,1,0,99,0,1
63,3,1,0.31,21,17,7,2,1,1,1,0,99,0,1
64,10,3,0.16,22,16,9,3,1,1,1,0,99,0,1
65,17,7,0.1,23,17,8,3,1,1,1,0,99,0,1
66,22,9,0.09,20,16,6,1,1,1,1,0,99,0,1
67,7,1,0.08,25,13,6,2,1,1,1,0,99,0,1
68,7,2,0.07,24,17,6,1,1,1,1,0,99,0,1
69,27,8,0.35,25,17,8,1,1,1,1,0,99,0,1
70,23,5,0.2,22,17,6,2,1,1,1,0,99,0,1
71,7,2,0.06,22,17,5,1,1,1,1,0,99,0,1
72,4,2,0.11,23,18,5,1,1,1,1,0,99,0,1
73,27,9,0.32,22,18,6,1,1,1,1,0,99,0,1
74,26,10,0.23,22,13,6,3,1,1,1,0,99,0,1
75,15,5,0.17,20,15,7,3,1,1,1,0,99,0,1
76,6,1,0.08,24,15,6,1,1,1,1,0,99,0,1
77,11,4,0.24,24,13,8,1,1,1,1,0,99,0,1
78,16,3,0.27,25,15,8,1,1,1,1,0,99,0,1
79,12,2,0.14,20,14,4,1,1,1,1,0,99,0,1
80,13,3,0.01,20,14,8,1,1,1,1,0,99,0,1
81,25,10,0.14,21,18,8,3,1,1,1,0,99,0,1
82,8,3,0.09,21,18,9,3,1,1,1,0,99,0,1
83,11,5,0.17,21,17,9,2,1,1,1,0,99,0,1
84,3,1,0.3,20,15,4,2,1,1,1,0,99,0,1
85,30,8,0.14,24,15,9,3,1,1,1,0,99,0,1
86,5,1,0.26,22,13,5,2,1,1,1,0,99,0,1
87,25,4,0.27,23,18,5,3,1,1,1,0,99,0,1
88,4,1,0.12,24,18,6,2,1,1,1,0,99,0,1
89,8,2,0.11,24,18,9,1,1,1,1,0,99,0,1
90,30,9,0.12,22,14,5,2,1,1,1,0,99,0,1
91,22,4,0.35,22,13,6,1,1,1,1,0,99,0,1
92,9,1,0.26,24,18,6,1,1,1,1,0,99,0,1
93,17,2,0.34,23,13,5,1,1,1,1,0,99,0,1
94,19,2,0.03,20,17,4,2,1,1,1,0,99,0,1
95,5,2,0.06,24,15,6,2,1,1,1,0,99,0,1
96,21,7,0.3,24,18,9,3,1,1,1,0,99,0,1
97,29,6,0.1,25,18,6,1,1,1,1,0,99,0,1
98,6,2,0.11,25,14,8,3,1,1,1,0,99,0,1
99,26,8,0.31,23,15,5,2,1,1,1,0,99,0,1
100,19,1,0.28,22,17,5,2,1,1,1,0,99,0,1
