1,25,4,0.07,24,16,7,3,1,1,1,0,99,0,1
2,6,1,0.12,24,18,4,1,1,1,1,0,99,0,1
3,5,2,0.04,21,17,5,2,1,1,1,0,99,0,1
4,6,2,0.16,25,17,8,3,1,1,1,0,99,0,1
5,23,3,0.01,22,13,9,3,1,1,1,0,99,0,1
6,15,2,0.04,23,13,6,3,1,1,1,0,99,0,1
7,26,10,0.17,25,15,9,1,1,1,1,0,99,0,1
8,16,1,0.28,25,17,9,1,1,1,1,0,99,0,1
9,20,1,0.07,22,18,9,3,1,1,1,0,99,0,1
10,24,8,0.09,22,16,9,1,1,1,1,0,99,0,1
11,23,2,0.2,23,18,4,3,1,1,1,0,99,0,1
12,5,1,0.07,23,18,8,3,1,1,1,0,99,0,1
13,10,1,0.21,24,13,5,3,1,1,1,0,99,0,1
14,4,2,0.23,23,17,9,1,1,1,1,0,99,0,1
15,11,1,0.09,21,16,5,1,1,1,1,0,99,0,1
16,4,1,0.14,21,17,4,2,1,1,1,0,99,0,1
17,26,2,0.18,20,16,6,1,1,1,1,0,99,0,1
18,26,8,0.28,21,14,5,3,1,1,1,0,99,0,1
19,13,4,0.02,23,17,8,1,1,1,1,0,99,0,1
20,13,5,0.28,21,14,7,3,1,1,1,0,99,0,1
